"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Haryana","Bhiwani","2022-04-21","2022","04","0.098287053","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-22","2022","04","1.409480836","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-23","2022","04","0.224752948","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-24","2022","04","0.128868708","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-25","2022","04","0.122607849","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-26","2022","04","0.095453346","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-27","2022","04","0.428330507","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-28","2022","04","0.218031943","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-29","2022","04","0.19406156","NRSC VIC MODEL"
"Haryana","Bhiwani","2022-04-30","2022","04","0.17356977","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-01","2022","04","0.370476763","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-02","2022","04","0.366747027","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-03","2022","04","0.356319519","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-04","2022","04","0.347488861","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-05","2022","04","0.342621198","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-06","2022","04","0.334320479","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-07","2022","04","0.313813342","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-08","2022","04","0.289905261","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-09","2022","04","0.235899055","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-10","2022","04","0.230681888","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-11","2022","04","0.228530915","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-12","2022","04","0.208632368","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-13","2022","04","0.202833143","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-14","2022","04","0.195083635","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-15","2022","04","0.198146568","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-16","2022","04","0.195232373","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-17","2022","04","0.195298928","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-18","2022","04","0.190768554","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-19","2022","04","0.189354658","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-20","2022","04","0.174261706","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-21","2022","04","0.173878334","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-22","2022","04","1.665266394","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-23","2022","04","0.336867181","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-24","2022","04","0.126365042","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-25","2022","04","0.10723184","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-26","2022","04","0.080474515","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-27","2022","04","0.451334156","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-28","2022","04","0.230288042","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-29","2022","04","0.2055728","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-04-30","2022","04","0.18603054","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-01","2022","04","0.426370158","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-02","2022","04","0.430573802","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-03","2022","04","0.415469082","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-04","2022","04","0.39614107","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-05","2022","04","0.388325803","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-06","2022","04","0.37896836","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-07","2022","04","0.358604576","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-08","2022","04","0.344666333","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-09","2022","04","0.325252967","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-10","2022","04","0.304655681","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-11","2022","04","0.290501159","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-12","2022","04","0.289148606","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-13","2022","04","0.286353439","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-14","2022","04","0.281892786","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-15","2022","04","0.275707172","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-16","2022","04","0.279399828","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-17","2022","04","0.269868391","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-18","2022","04","0.262730138","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-19","2022","04","0.251360126","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-20","2022","04","0.257067418","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-21","2022","04","0.23740192","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-22","2022","04","0.26560838","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-23","2022","04","0.451716999","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-24","2022","04","0.251723772","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-25","2022","04","0.231392065","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-26","2022","04","0.220934384","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-27","2022","04","0.336291016","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-28","2022","04","0.223569699","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-29","2022","04","0.214794661","NRSC VIC MODEL"
"Haryana","Faridabad","2022-04-30","2022","04","0.208024102","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-01","2022","04","0.365549741","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-02","2022","04","0.368140838","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-03","2022","04","0.364019635","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-04","2022","04","0.355859623","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-05","2022","04","0.349022299","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-06","2022","04","0.335649694","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-07","2022","04","0.310435985","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-08","2022","04","0.284932582","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-09","2022","04","0.247315991","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-10","2022","04","0.235556611","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-11","2022","04","0.210697957","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-12","2022","04","0.241224472","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-13","2022","04","0.229606254","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-14","2022","04","0.234680615","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-15","2022","04","0.246205319","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-16","2022","04","0.364689483","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-17","2022","04","0.215690267","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-18","2022","04","0.19156405","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-19","2022","04","0.200159094","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-20","2022","04","0.182657057","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-21","2022","04","0.211056987","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-22","2022","04","4.085747092","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-23","2022","04","0.762989812","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-24","2022","04","0.296783507","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-25","2022","04","0.231589128","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-26","2022","04","0.226097443","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-27","2022","04","0.638195533","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-28","2022","04","0.304737739","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-29","2022","04","0.281139818","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-04-30","2022","04","0.262109866","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-01","2022","04","0.569544524","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-02","2022","04","0.575406213","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-03","2022","04","0.566219681","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-04","2022","04","0.557894984","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-05","2022","04","0.556472095","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-06","2022","04","0.556426329","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-07","2022","04","0.550715952","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-08","2022","04","0.541554791","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-09","2022","04","0.461698706","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-10","2022","04","0.442217593","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-11","2022","04","0.43132975","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-12","2022","04","0.395777759","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-13","2022","04","0.405860749","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-14","2022","04","0.388510314","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-15","2022","04","0.37561135","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-16","2022","04","0.405869681","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-17","2022","04","0.394612768","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-18","2022","04","0.390395783","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-19","2022","04","0.389453638","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-20","2022","04","0.362487612","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-21","2022","04","0.35337084","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-22","2022","04","0.484636246","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-23","2022","04","0.332121617","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-24","2022","04","0.196103012","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-25","2022","04","0.19400102","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-26","2022","04","0.16552196","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-27","2022","04","0.23550749","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-28","2022","04","0.197188664","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-29","2022","04","0.190776944","NRSC VIC MODEL"
"Haryana","Gurugram","2022-04-30","2022","04","0.18844451","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-01","2022","04","0.334763799","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-02","2022","04","0.338700393","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-03","2022","04","0.334062742","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-04","2022","04","0.32550766","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-05","2022","04","0.320448657","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-06","2022","04","0.312533871","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-07","2022","04","0.296171116","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-08","2022","04","0.279663808","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-09","2022","04","0.249776075","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-10","2022","04","0.226739182","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-11","2022","04","0.216622854","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-12","2022","04","0.234730166","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-13","2022","04","0.223992419","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-14","2022","04","0.217864751","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-15","2022","04","0.215779736","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-16","2022","04","0.232610116","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-17","2022","04","0.196649428","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-18","2022","04","0.186045843","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-19","2022","04","0.181154304","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-20","2022","04","0.171664288","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-21","2022","04","0.189027578","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-22","2022","04","1.609408522","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-23","2022","04","0.758422707","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-24","2022","04","0.297207614","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-25","2022","04","0.267208885","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-26","2022","04","0.232608085","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-27","2022","04","0.622153736","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-28","2022","04","0.350935382","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-29","2022","04","0.313451721","NRSC VIC MODEL"
"Haryana","Hisar","2022-04-30","2022","04","0.285221055","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-01","2022","04","0.563919659","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-02","2022","04","0.563893526","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-03","2022","04","0.549564594","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-04","2022","04","0.549060618","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-05","2022","04","0.544306599","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-06","2022","04","0.537410508","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-07","2022","04","0.511994403","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-08","2022","04","0.481210824","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-09","2022","04","0.389910461","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-10","2022","04","0.365541177","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-11","2022","04","0.364616424","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-12","2022","04","0.374721795","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-13","2022","04","0.358510904","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-14","2022","04","0.350372249","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-15","2022","04","0.361132754","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-16","2022","04","0.351429433","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-17","2022","04","0.340127447","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-18","2022","04","0.338509105","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-19","2022","04","0.337476557","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-20","2022","04","0.322136994","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-21","2022","04","0.344690061","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-22","2022","04","1.625933774","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-23","2022","04","0.555348111","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-24","2022","04","0.26462893","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-25","2022","04","0.259830973","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-26","2022","04","0.213880421","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-27","2022","04","0.517529507","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-28","2022","04","0.333782387","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-29","2022","04","0.313501582","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-04-30","2022","04","0.303159166","NRSC VIC MODEL"
"Haryana","Jind","2022-04-01","2022","04","0.469650783","NRSC VIC MODEL"
"Haryana","Jind","2022-04-02","2022","04","0.467994688","NRSC VIC MODEL"
"Haryana","Jind","2022-04-03","2022","04","0.462587794","NRSC VIC MODEL"
"Haryana","Jind","2022-04-04","2022","04","0.445709547","NRSC VIC MODEL"
"Haryana","Jind","2022-04-05","2022","04","0.42500773","NRSC VIC MODEL"
"Haryana","Jind","2022-04-06","2022","04","0.425978275","NRSC VIC MODEL"
"Haryana","Jind","2022-04-07","2022","04","0.393771383","NRSC VIC MODEL"
"Haryana","Jind","2022-04-08","2022","04","0.366627994","NRSC VIC MODEL"
"Haryana","Jind","2022-04-09","2022","04","0.300269062","NRSC VIC MODEL"
"Haryana","Jind","2022-04-10","2022","04","0.239792403","NRSC VIC MODEL"
"Haryana","Jind","2022-04-11","2022","04","0.235593951","NRSC VIC MODEL"
"Haryana","Jind","2022-04-12","2022","04","0.277131973","NRSC VIC MODEL"
"Haryana","Jind","2022-04-13","2022","04","0.251598972","NRSC VIC MODEL"
"Haryana","Jind","2022-04-14","2022","04","0.254688042","NRSC VIC MODEL"
"Haryana","Jind","2022-04-15","2022","04","0.289833192","NRSC VIC MODEL"
"Haryana","Jind","2022-04-16","2022","04","0.288636527","NRSC VIC MODEL"
"Haryana","Jind","2022-04-17","2022","04","0.232385212","NRSC VIC MODEL"
"Haryana","Jind","2022-04-18","2022","04","0.215569089","NRSC VIC MODEL"
"Haryana","Jind","2022-04-19","2022","04","0.208431737","NRSC VIC MODEL"
"Haryana","Jind","2022-04-20","2022","04","0.199390506","NRSC VIC MODEL"
"Haryana","Jind","2022-04-21","2022","04","0.278282742","NRSC VIC MODEL"
"Haryana","Jind","2022-04-22","2022","04","0.480404143","NRSC VIC MODEL"
"Haryana","Jind","2022-04-23","2022","04","0.440840482","NRSC VIC MODEL"
"Haryana","Jind","2022-04-24","2022","04","0.113597866","NRSC VIC MODEL"
"Haryana","Jind","2022-04-25","2022","04","0.103476683","NRSC VIC MODEL"
"Haryana","Jind","2022-04-26","2022","04","0.114419071","NRSC VIC MODEL"
"Haryana","Jind","2022-04-27","2022","04","0.293512212","NRSC VIC MODEL"
"Haryana","Jind","2022-04-28","2022","04","0.16222254","NRSC VIC MODEL"
"Haryana","Jind","2022-04-29","2022","04","0.152862655","NRSC VIC MODEL"
"Haryana","Jind","2022-04-30","2022","04","0.14528369","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-01","2022","04","0.641383991","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-02","2022","04","0.61338122","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-03","2022","04","0.575621506","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-04","2022","04","0.596414118","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-05","2022","04","0.528787731","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-06","2022","04","0.62615326","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-07","2022","04","0.566576186","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-08","2022","04","0.546719398","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-09","2022","04","0.505255397","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-10","2022","04","0.414109548","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-11","2022","04","0.389435377","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-12","2022","04","0.450842374","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-13","2022","04","0.40928788","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-14","2022","04","0.435303638","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-15","2022","04","0.45014809","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-16","2022","04","0.561063338","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-17","2022","04","0.42369773","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-18","2022","04","0.384098344","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-19","2022","04","0.370873907","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-20","2022","04","0.362007961","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-21","2022","04","0.410102159","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-22","2022","04","0.901807905","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-23","2022","04","0.605588748","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-24","2022","04","0.334341626","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-25","2022","04","0.271146016","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-26","2022","04","0.255328728","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-27","2022","04","0.395013301","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-28","2022","04","0.247295503","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-29","2022","04","0.241048302","NRSC VIC MODEL"
"Haryana","Kaithal","2022-04-30","2022","04","0.236794404","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-01","2022","04","0.607740329","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-02","2022","04","0.608504874","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-03","2022","04","0.584112381","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-04","2022","04","0.577236464","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-05","2022","04","0.531658566","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-06","2022","04","0.652735458","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-07","2022","04","0.556799043","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-08","2022","04","0.55132185","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-09","2022","04","0.532401902","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-10","2022","04","0.499242945","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-11","2022","04","0.473450689","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-12","2022","04","0.499950094","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-13","2022","04","0.490180622","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-14","2022","04","0.494675608","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-15","2022","04","0.46920268","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-16","2022","04","0.625709058","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-17","2022","04","0.48191499","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-18","2022","04","0.446562736","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-19","2022","04","0.445484701","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-20","2022","04","0.433394934","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-21","2022","04","0.409068358","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-22","2022","04","1.20151543","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-23","2022","04","0.90702745","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-24","2022","04","0.581888335","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-25","2022","04","0.488307193","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-26","2022","04","0.632847439","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-27","2022","04","0.75234575","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-28","2022","04","0.440652806","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-29","2022","04","0.417932797","NRSC VIC MODEL"
"Haryana","Karnal","2022-04-30","2022","04","0.3979608","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-01","2022","04","0.56368769","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-02","2022","04","0.549852296","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-03","2022","04","0.577563728","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-04","2022","04","0.538661456","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-05","2022","04","0.509506027","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-06","2022","04","0.528403487","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-07","2022","04","0.516573973","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-08","2022","04","0.514118397","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-09","2022","04","0.505869838","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-10","2022","04","0.48871926","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-11","2022","04","0.472291292","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-12","2022","04","0.467567554","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-13","2022","04","0.46144437","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-14","2022","04","0.431727823","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-15","2022","04","0.557913253","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-16","2022","04","0.587174328","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-17","2022","04","0.485805409","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-18","2022","04","0.47744074","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-19","2022","04","0.447532291","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-20","2022","04","0.416381733","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-21","2022","04","0.391575822","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-22","2022","04","0.482179444","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-23","2022","04","0.6782425","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-24","2022","04","0.641632456","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-25","2022","04","0.559838755","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-26","2022","04","0.535305581","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-27","2022","04","0.52479653","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-28","2022","04","0.467256449","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-29","2022","04","0.458803886","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-04-30","2022","04","0.444584068","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-01","2022","04","0.428057526","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-02","2022","04","0.426553664","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-03","2022","04","0.419879503","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-04","2022","04","0.414676939","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-05","2022","04","0.405446249","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-06","2022","04","0.392305996","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-07","2022","04","0.359592111","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-08","2022","04","0.325113822","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-09","2022","04","0.28780638","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-10","2022","04","0.27950471","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-11","2022","04","0.278664152","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-04-12","2022","04","0.248182024","NRSC VIC MODEL"
